,track_id,cluster
2397,Little WillyThe Sweet,93
2398,Let Me Get To Know YouPaul Anka,84
2399,I Never Said I Love YouOrsa Lia,1
2400,Nappy HeadsFugees,13
2401,Ever Since You Went AwayArt N' Soul,1
2402,JellyheadCRUSH,82
2403,Lost SomeoneJames Brown And The Famous Flames,44
2404,Mary's Boy Child/Oh My LordBoney M,1
2405,Electric KingdomTwilight 22,68
2406,Lovin' All NightPatty Loveless,83
2407,How High The Moon (Part 1)Ella Fitzgerald,57
2408,Kissin' TimeKISS,68
2409,MamacitaThe Grass Roots,57
2410,On A Night Like ThisTrick Pony,68
2411,I'll Just Hold OnBlake Shelton,99
2412,La Montana (If She Should Come To You)Frank DeVol And His Rainbow Strings,1
2413,Hold OnRadiants,83
2414,Hurt So BadThe Lettermen,28
2415,I Wonder (If Your Love Will Ever Belong To Me)The Pentagons,62
2416,Hook And Sling-Part IEddie Bo,62
2417,Like A Wrecking BallEric Church,55
2418,Keep On TryingBobby Vee,93
2419,I'm So ProudThe Main Ingredient,82
2420,Love Gonna Pack Up (And Walk Out)The Persuaders,5
2421,I Left My Heart In The BalconyLinda Scott,62
2422,OftenThe Weeknd,79
2423,Make Her SayKid Cudi Featuring Kanye West & Common,14
2424,HoochEverything,88
2425,HollywoodShooting Star,22
2426,Hard TimesJames Taylor,113
2427,Every RiverBrooks & Dunn,5
2428,I Wanna RockSnoop Dogg,48
2429,My DawgLil Baby,39
2430,Electrical StormU2,75
2431,Nothing Without LoveNate Ruess,110
2432,I've Been Born AgainJohnnie Taylor,93
2433,Hey StoopidAlice Cooper,48
2434,Give Me...A ReasonBuffy,59
2435,If I Could See The LightThe 8th Day,62
2436,Magic ManHerb Alpert,33
2437,Grim Reaper Of LoveThe Turtles,97
2438,Everybody Doesn'tAmanda,51
2439,I Don't KnowMichael Morales,38
2440,Lookin' For A LoveThe Valentinos,5
2441,Keep Them Kisses Comin'Craig Campbell,74
2442,If It Ain't LoveJason Derulo,39
2443,"July 12, 1939Charlie Rich",62
2444,Me Japanese Boy I Love YouBobby Goldsboro,57
2445,My Sweet PotatoBooker T. & The MG's,48
2446,HappyThe Blades Of Grass,62
2447,It Could Be We're In LoveThe Cryan' Shames,62
2448,Just Ain't No LoveBarbara Acklin,34
2449,Mama Weer All Crazee NowSlade,82
2450,I Wanna Do It To YouJerry Butler,57
2451,Maybe This DayKissing The Pink,93
2452,Hey Now (Girls Just Want To Have Fun)Cyndi Lauper,28
2453,From Tha Chuuuch To Da PalaceSnoop Dogg,28
2454,NagginYing Yang Twins,88
2455,For What It's WorthKing Curtis & The Kingpins,97
2456,In Another LandBill Wyman,62
2457,Dr. Jon (The Medicine Man)Jon & Robin And The In Crowd,62
2458,Moonlight SonataHenry Mancini And His Orchestra,1
2459,My Balloon's Going UpArchie Bell & The Drells,86
2460,It's Just A Matter Of TimeSonny James,21
2461,Melanie Makes Me SmileTony Burrows,0
2462,I Guess I'll Miss The ManThe Supremes,21
2463,Heart On My SleeveGallagher And Lyle,0
2464,Love's DivineSeal,28
2465,"God In MeMary Mary Featuring Kierra ""KiKi"" Sheard",73
2466,Funky Broadway Part IDyke And The Blazers,1
2467,FlowersThe Emotions,84
2468,Light Of A Clear Blue MorningDolly Parton,74
2469,More Than A WomanTavares,107
2470,Never Had A LovePablo Cruise,67
2471,New York CityZwol,1
2472,I Don't Need You AnymoreTogether? (Soundtrack) Featuring Jackie DeShannon,62
2473,Going Through The MotionsAftershock,62
2474,Nasty GirlNitty,68
2475,Lego HouseEd Sheeran,8
2476,Let It GoJames Bay,96
2477,Love (Makes Me Do Foolish Things)Martha & The Vandellas,100
2478,Half A Million Miles From HomeAlbert Hammond,97
2479,Let Me Start ToniteLamont Dozier,67
2480,It's Good To Be UsBucky Covington,5
2481,Mr. WrongMary J. Blige Featuring Drake,109
2482,My Buddy SeatThe Hondells,85
2483,How Do You Feel The Morning AfterMillie Jackson,85
2484,HappyEddie Kendricks,0
2485,"One Boy, One GirlCollin Raye",84
2486,Mr. LonelyBuddy Greco,38
2487,Forget DomaniFrank Sinatra,57
2488,Hot ShotThe Buena Vistas,62
2489,I Won't Last A Day Without You/Let Me Be The OneAl Wilson,57
2490,I Don't Love You AnymoreThe London Quireboys,21
2491,Give Him A Love He Can FeelTene Williams,62
2492,Funky ManKool & The Gang,0
2493,Go AwayLorrie Morgan,97
2494,My Love Goes On And OnChris Cagle,99
2495,Little Good-ByesSHeDAISY,62
2496,I Can't Stop Loving YouCount Basie,11
2497,Love YouJack Ingram,68
2498,Notice MeMigos Featuring Post Malone,8
2499,My Heart Belongs To Only YouJackie Wilson,42
2500,Easy Lovin'Wade Flemons,0
2501,HolyannaToto,95
2502,Let Me GoHeaven 17,4
2503,Most GirlsHailee Steinfeld,64
2504,It's In Your EyesPhil Collins,68
2505,HollowTori Kelly,39
2506,Little TalksOf Monsters And Men,29
2507,I'd Rather Be A CowboyJohn Denver,19
2508,King Of The DancehallBeenie Man,107
2509,Love Me Forever Or Love Me NotTrilogy,1
2510,Neva EndFuture,109
2511,House Of Broken LoveGreat White,27
2512,Man's TemptationGene Chandler,11
2513,FallClay Walker,109
2514,If This Isn't LoveJennifer Hudson,74
2515,Gangsta GirlBig Tymers Featuring R. Kelly,19
2516,I'm Falling In Love With YouLittle Anthony And The Imperials,85
2517,Man Against The WorldSurvivor,75
2518,Fire EscapeFastball,74
2519,I Walk AloneMarty Robbins,56
2520,Get Down PeopleFabulous Counts,62
2521,MachinesJohn Livigni,62
2522,Lay It On The LineTriumph,75
2523,I've Just Begun To Love YouDynasty,34
2524,Love Has Finally Come At LastBobby Womack & Patti LaBelle,82
2525,Faces Of LoveNia Peeples,62
2526,Listen Me Tic (Woyoi)Ini Kamoze,57
2527,Oh NoMos Def & Pharoahe Monch Featuring Nate Dogg,118
2528,Get No BetterCassidy Featuring Mashonda,75
2529,"If It Feels Good, Do ItIan Lloyd & Stories",86
2530,I Don't Want To Be LonelyDana Valery,57
2531,I Believe In YouStryper,11
2532,If You're SeriousRiff,97
2533,Midwest SwingSt. Lunatics,75
2534,Got My Country OnChris Cagle,41
2535,How I'll Always BeTim McGraw,75
2536,Five Hundred MilesHeaven Bound with Tony Scotti,62
2537,Jimmy Loves Mary-AnneLooking Glass,57
2538,Let Me Sleep AloneCugini,1
2539,GoneThe Rip Chords,93
2540,No Good To CryThe Wildweeds,83
2541,"I Have A DreamRev. Martin Luther King, Jr.",1
2542,It Should Have Been MeYvonne Fair,44
2543,One For The Money (part 1)The Whispers,0
2544,Let's Do Something Cheap And SuperficialBurt Reynolds,67
2545,Long Time Lovin' YouMcGuffey Lane,67
2546,MariaTKA,68
2547,It's My LifeDr. Alban,39
2548,Make It ClapBusta Rhymes Featuring Spliff Star,74
2549,OkayNivea Featuring Lil Jon & YoungBloodZ,47
2550,Just As Much As EverBob Beckham,62
2551,My Special PrayerJoe Simon,0
2552,Gimme ShelterMerry Clayton,67
2553,I'm Girl Scoutin'The Intruders,57
2554,Fly By Night/In The MoodRush,57
2555,It's Really YouThe Tarney/Spencer Band,62
2556,It's My PartyDave Stewart and Barbara Gaskin,62
2557,I'm OverjoyedNona Gaye,98
2558,I See It NowTracy Lawrence,75
2559,Lettin' The Night RollJustin Moore,109
2560,Later OnThe Swon Brothers,44
2561,Here Come Da JudgeThe Buena Vistas,62
2562,DreaminLoleatta Holloway,34
2563,I Can't Help MyselfEddie Rabbitt,97
2564,Love All Over MeMonica,74
2565,IDGAFDua Lipa,29
2566,Fool MeJoe South,38
2567,La Plume De Ma TanteHugo & Luigi,62
2568,Never Gonna Let Him KnowDebbie Taylor,83
2569,Got It TwistedMobb Deep,91
2570,IrresistibleCathy Dennis,0
2571,How You Want ThatLoon Featuring Kelis,28
2572,GorgeousTaylor Swift,118
2573,I DoCardi B Featuring SZA,55
2574,If I Had EyesJack Johnson,118
2575,I Really Like YouCarly Rae Jepsen,102
2576,Nothing As It SeemsPearl Jam,16
2577,LittyMeek Mill Featuring Tory Lanez,2
2578,Kiss A GirlKeith Urban,102
2579,It's Over NowDeborah Cox,15
2580,Hello WorldLady Antebellum,4
2581,Life Goes OnLil Baby Featuring Gunna & Lil Uzi Vert,78
2582,Long And Lonesome RoadThe Shocking Blue,1
2583,Nine In The AfternoonPanic! At The Disco,50
2584,My ManBarbra Streisand,110
2585,I Can Make It BetterLuther Vandross,22
2586,Like Red On A RoseAlan Jackson,28
2587,MameLouis Armstrong,19
2588,Eye Of The ZombieJohn Fogerty,68
2589,I Can Make It Thru The Days (But Oh Those Lonely Nights)Ray Charles,57
2590,It's Getting LateThe Beach Boys,57
2591,Never Would Have Made ItMarvin Sapp,73
2592,Every Beat Of My HeartRod Stewart,6
2593,Happy AnniversaryJane Morgan,38
2594,If You Want It2nd II None,84
2595,I'm Still WaitingJodeci,74
2596,Go For SodaKim Mitchell,60
2597,Last TimeTrey Songz,74
2598,My Old FriendTim McGraw,44
2599,Nothing But Trouble (Instagram Models)Lil Wayne & Charlie Puth,45
2600,Get My Drink OnToby Keith,97
2601,Just BreathePearl Jam,23
2602,I'm SatisfiedThe San Remo Golden Strings,62
2603,Lonesome RoadThe Wonder Who?,62
2604,Funky WayCalvin Arnold,62
2605,Love's Street And Fool's RoadSolomon Burke,57
2606,Heaven On Earth (So Fine)The Spinners,38
2607,Free Me From My Freedom/Tie Me To A Tree (Handcuff Me)Bonnie Pointer,62
2608,Holy WaterBad Company,99
2609,Look At UsSarina Paris,82
2610,La BombaAzul Azul,118
2611,I Miss YouDMX Featuring Faith Evans,75
2612,Last One StandingEmerson Drive,21
2613,It's TimeImagine Dragons,23
2614,Money LongerLil Uzi Vert,96
2615,Moonlight SerenadeThe Rivieras,113
2616,Look Over Your ShoulderThe O'Jays,86
2617,Last DayzOnyx,75
2618,Never Been KissedSherrie Austin,83
2619,Lady (Hear Me Tonight)Modjo,79
2620,His KissBetty Harris,85
2621,My Elusive DreamsDavid Houston & Tammy Wynette,97
2622,FlashbackThe 5th Dimension,86
2623,It Feels So Good To Be Loved So BadThe Manhattans,47
2624,Fooled By A FeelingBarbara Mandrell,52
2625,More Bounce To The Ounce Part IZapp,62
2626,In Da WindTrick Daddy Featuring Cee-Lo & Big Boi,27
2627,Last CallLee Ann Womack,47
2628,Little Lion ManMumford & Sons,55
2629,Love You Like ThatCanaan Smith,55
2630,It's An Uphill Climb To The BottomWalter Jackson,97
2631,Hand Clapping SongThe Meters,28
2632,Long Promised RoadThe Beach Boys,48
2633,My GuyPetula Clark,67
2634,If I Could Only Be SureNolan Porter,48
2635,Love Is All You NeedHigh Inergy,62
2636,Holdin' On For Dear LoveLobo,99
2637,If You Don't Wanna Love MeTamar Braxton,68
2638,Lovers Always ForgiveGladys Knight And The Pips,86
2639,Games That Lovers PlayWayne Newton,34
2640,Love And Understanding (Come Together)Kool & The Gang,0
2641,Livin' In Desperate TimesOlivia Newton-John,42
2642,I'm Still SearchingGlass Tiger,69
2643,It's Only LoveTommy James And The Shondells,67
2644,Les Bicyclettes De BelsizeEngelbert Humperdinck,84
2645,I Can't Let GoLinda Ronstadt,15
2646,Not Enough TimeINXS,81
2647,Everybody Likes To Cha Cha ChaSam Cooke,42
2648,"Hot Love, Cold WorldBob Welch",31
2649,I Got 5 On ItLuniz,36
2650,Everything You WantVertical Horizon,104
2651,MarinaRocco Granata and the International Quintet,59
2652,Footstompin' MusicGrand Funk Railroad,99
2653,MistyRay Stevens,63
2654,I Don't Know How To Love HimYvonne Elliman,56
2655,It Only Takes A MinuteTavares,60
2656,Give A Little BitSupertramp,64
2657,DusicBrick,46
2658,HappinessThe Pointer Sisters,4
2659,Is She Really Going Out With Him?Joe Jackson,101
2660,Let's GoThe Cars,45
2661,MisunderstandingGenesis,60
2662,I'm Happy That Love Has Found YouJimmy Hall,0
2663,It's Now Or NeverJohn Schneider,59
2664,Never Been In LoveRandy Meisner,17
2665,Missing YouDan Fogelberg,114
2666,No More WordsBerlin,116
2667,Electric BlueIcehouse,107
2668,"Going Back To Cali (From ""Less Than Zero"")LL Cool J",1
2669,Never A TimeGenesis,103
2670,Lesson In Leavin'Jo Dee Messina,71
2671,NumbLinkin Park,30
2672,Living DollCliff Richard and The Drifters,56
2673,MagicPilot,72
2674,Mirror ManThe Human League,60
2675,For AmericaJackson Browne,80
2676,Dreamin'Vanessa Williams,99
2677,Keep It Comin'Keith Sweat,114
2678,Everybody HurtsR.E.M.,29
2679,I Care 'Bout YouMilestone,1
2680,Holdin' On To YesterdayAmbrosia,16
2681,"Oh, PeoplePatti LaBelle",22
2682,Here We Go Again!Portrait,84
2683,I'm Gonna Knock On Your DoorEddie Hodges,68
2684,It's Gonna Work Out FineIke & Tina Turner,31
2685,I Can Sing A Rainbow/Love Is BlueThe Dells,59
2686,It's All In The GameFour Tops,28
2687,KissThe Art Of Noise Featuring Tom Jones,59
2688,"King Of Wishful Thinking (From ""Pretty Woman"")Go West",0
2689,My Heart Is Failing MeRiff,22
2690,Kings Of The PartyBrownsville Station,33
2691,LadyStyx,109
2692,Hot LineThe Sylvers,116
2693,Magnet And SteelWalter Egan,27
2694,Half The WayCrystal Gayle,15
2695,I Wanna Have Some FunSamantha Fox,68
2696,Meant To BeBebe Rexha & Florida Georgia Line,20
2697,Let's Get TogetherWe Five,66
2698,Knockin' BootsCandyman,88
2699,Gett OffPrince And The N.P.G.,42
2700,Make It Easy On YourselfJerry Butler,11
2701,FameIrene Cara,2
2702,I Won't Forget YouPoison,72
2703,I Wanna Be With YouMandy Moore,50
2704,"Nolia ClapJuvenile, Wacko & Skip",35
2705,"Jesus, Take The WheelCarrie Underwood",43
2706,Early In The MorningThe Gap Band,60
2707,HomeDaughtry,45
2708,Funny FaceDonna Fargo,28
2709,Girls Just Want To Have FunCyndi Lauper,115
2710,I Got Id/Long RoadPearl Jam,59
2711,Get Over YourselfEden's Crush,62
2712,Hoedown ThrowdownMiley Cyrus,101
2713,I'm Comin' On On Back To YouJackie Wilson,103
2714,Just The Two Of UsWill Smith,75
2715,LucilleThe Everly Brothers,94
2716,GoodnightRoy Orbison,31
2717,Let A Man Come In And Do The Popcorn (Part One)James Brown,17
2718,Hippy Hippy ShakeThe Swinging Blue Jeans,110
2719,I Like The WayTommy James And The Shondells,17
2720,Little Bitty Pretty OneClyde McPhatter,22
2721,"No Other Arms, No Other LipsThe Chordettes",61
2722,"Marrakesh ExpressCrosby, Stills & Nash",88
2723,GlycerineBush,90
2724,I Can't Hear You No More/Music Is My LifeHelen Reddy,59
2725,Night TimeThe Strangeloves,116
2726,Lighters UpLil' Kim,75
2727,My Kind Of GirlMatt Monro,69
2728,Got To Get You Off My MindSolomon Burke,88
2729,Lovin' YouBobby Darin,59
2730,Moon ShadowCat Stevens,42
2731,I Was Checkin' Out She Was Checkin' InDon Covay,5
2732,Funky StuffKool & The Gang,28
2733,My Kind Of LadySupertramp Featuring Rick Davies,26
2734,I Live By The GroovePaul Carrack,31
2735,It's A Shame (My Sister)Monie Love Featuring True Image,4
2736,Juicy/UnbelievableThe Notorious B.I.G.,42
2737,Feels So GoodXscape,103
2738,JealousyNatalie Merchant,26
2739,Just Be A Man About ItToni Braxton,101
2740,I'm GladJennifer Lopez,81
2741,I Wish I Were A PrincessLittle Peggy March,59
2742,Folsom Prison BluesJohnny Cash,23
2743,I Can Hear MusicThe Beach Boys,45
2744,Get ReadyRare Earth,16
2745,HollywoodRufus Featuring Chaka Khan,63
2746,Get That LoveThompson Twins,98
2747,Made You LookNas,104
2748,DreamsThe Game,41
2749,Lonely TeenagerDion,56
2750,If A Man AnswersBobby Darin,83
2751,Hey JoeThe Leaves,59
2752,I Can Make It With YouPozo Seco Singers,66
2753,"Living Together, Growing TogetherThe 5th Dimension",31
2754,I Didn't Want To Need YouHeart,95
2755,"No More ""I Love You's""Annie Lennox",112
2756,ESPN Presents The Jock JamVarious Artists,59
2757,Money To BlowBirdman Featuring Lil Wayne & Drake,109
2758,"Hey Jean, Hey DeanDean And Jean",32
2759,Kissing My LoveBill Withers,13
2760,Dream OnThe Righteous Brothers,100
2761,Mamma MiaABBA,45
2762,Living In A BoxLiving In A Box,27
2763,Love Me For LifeStevie B,31
2764,For YouThe Outfield,94
2765,Let's Go Get StonedRay Charles,59
2766,How Long (Betcha' Got A Chick On The Side)The Pointer Sisters,11
2767,Love BalladL.T.D.,110
2768,Jack And JillRaydio,4
2769,Just Between You And MeApril Wine,110
2770,My GuySister Sledge,15
2771,Love Come DownEvelyn King,27
2772,Heart Of The NightJuice Newton,31
2773,I Can't Hold BackSurvivor,16
2774,Living In AmericaJames Brown,27
2775,"Hungry Eyes (From ""Dirty Dancing"")Eric Carmen",1
2776,DreamingOrchestral Manoeuvres In The Dark,60
2777,Love Of A LifetimeFirehouse,2
2778,Jump AroundHouse Of Pain,23
2779,FiremanLil Wayne,6
2780,Gypsy WomanThe Impressions,68
2781,I've Gotta Be MeSammy Davis Jr.,28
2782,Movin'Brass Construction,60
2783,I Just Want To Be Your EverythingAndy Gibb,13
2784,Just Remember I Love YouFirefall,27
2785,My Side Of The BedSusanna Hoffs,46
2786,More Than A WomanAaliyah,104
2787,Making Our Dreams Come TrueCyndi Grecco,99
2788,How Do I SurviveAmy Holland,117
2789,ObsessionAnimotion,27
2790,Nite And DayAl B. Sure!,13
2791,Licence To ChillBilly Ocean,59
2792,God Gave Me YouBlake Shelton,50
2793,"Get Down, Get Down (Get On The Floor)Joe Simon",0
2794,Let's Get SeriousJermaine Jackson,46
2795,FairytaleThe Pointer Sisters,5
2796,Midnight BlueMelissa Manchester,75
2797,Feels So GoodChuck Mangione,88
2798,Neutron DanceThe Pointer Sisters,4
2799,Holding Back The YearsSimply Red,92
2800,Hey MamaThe Black Eyed Peas,81
2801,My True StoryThe Jive Five With Joe Rene And Orchestra,1
2802,Love PowerThe Sandpebbles,42
2803,He Loves U NotDream,62
2804,"F**kin ProblemsA$AP Rocky Featuring Drake, 2 Chainz & Kendrick Lamar",42
2805,I'm Gonna Take Care Of EverythingRubicon,17
2806,I Do Love YouGQ,63
2807,Drive ByTrain,30
2808,La-Do-DadaDale Hawkins,57
2809,Hit Me OffNew Edition,81
2810,FocusAriana Grande,118
2811,Love Never Felt So GoodMichael Jackson & Justin Timberlake,53
2812,Here Comes GoodbyeRascal Flatts,55
2813,It's All About You (Not About Me)Tracie Spencer,87
2814,Love DrunkBoys Like Girls,20
2815,Keep On Lovin' Me HoneyMarvin Gaye & Tammi Terrell,114
2816,Love Gets Me Every TimeShania Twain,65
2817,How Do You Catch A GirlSam The Sham and the Pharaohs,32
2818,One More TimeReal McCoy,87
2819,In My RoomThe Beach Boys,88
2820,Make Me Belong To YouBarbara Lewis,17
2821,Hide AwayFreddy King,59
2822,One More HeartacheMarvin Gaye,11
2823,JesseRoberta Flack,56
2824,GoodBetter Than Ezra,14
2825,Happy Birthday BluesKathy Young With The Innocents,59
2826,LetitgoPrince,33
2827,La La LaNaughty Boy Featuring Sam Smith,39
2828,Enough CryinMary J. Blige Featuring Brook-Lyn,75
2829,My Own True LoveJimmy Clanton,51
2830,Girls Can't Do What The Guys DoBetty Wright,99
2831,HallelujahSweathog,5
2832,Help Me Make It Through The NightGladys Knight And The Pips,60
2833,"Give U My Heart (From ""Boomerang"")Babyface (Featuring Toni Braxton)",59
2834,Heed The CallKenny Rogers & The First Edition,61
2835,Judy MaeBoomer Castleman,1
2836,Hooked On SwingLarry Elgart And His Manhattan Swing Orchestra,33
2837,"Just The Way It Is, BabyThe Rembrandts",107
2838,I Don't Want To Take A ChanceMary Wells,67
2839,Hawaii TattooThe Waikikis,66
2840,Mystic EyesThem,68
2841,Hurricane (Part 1)Bob Dylan,59
2842,Let The Music PlayBarry White,104
2843,Gettin' Ready For LoveDiana Ross,117
2844,I Need A LoverJohn Cougar,60
2845,NightbirdStevie Nicks,94
2846,Everybody Plays The FoolAaron Neville,63
2847,Look What You've DonePozo Seco Singers,38
2848,HyperactiveRobert Palmer,69
2849,I'm Already ThereLonestar,78
2850,Kiss An Angel Good Mornin'Charley Pride,45
2851,Golden YearsDavid Bowie,101
2852,I've Got A Feeling (We'll Be Seeing Each Other Again)Al Wilson,17
2853,MargaritavilleJimmy Buffett,2
2854,"Just A Song Before I GoCrosby, Stills & Nash",88
2855,Hold The LineToto,64
2856,Maybe I'm A FoolEddie Money,63
2857,"Lovin', Touchin', Squeezin'Journey",72
2858,DreamingBlondie,106
2859,Let's Hang OnBarry Manilow,52
2860,Forget Me NotsPatrice Rushen,27
2861,I'll Be Over YouToto,92
2862,Light Of DayThe Barbusters (Joan Jett And The Blackhearts),1
2863,I Will SurviveChantay Savage,11
2864,It's A ShameThe Spinners,72
2865,Just OnceQuincy Jones Featuring James Ingram,110
2866,Lady Love Me (One More Time)George Benson,88
2867,New SongHoward Jones,4
2868,Emotion In MotionRic Ocasek,46
2869,Miles AwayWinger,73
2870,I BelieveThe Bachelors,46
2871,Loving You Just Crossed My MindSam Neely,1
2872,He's So ShyThe Pointer Sisters,4
2873,My GirlDonnie Iris,98
2874,Kiss Them For MeSiouxsie & The Banshees,81
2875,Lucky LoveAce Of Base,26
2876,I Wanna Be AroundTony Bennett,56
2877,If Ever I See You AgainRoberta Flack,56
2878,Is There Any ChanceMarty Robbins,97
2879,Oh No Not My BabyMaxine Brown,28
2880,Dude (Looks Like A Lady)Aerosmith,2
2881,I Will Be Here For YouMichael W. Smith,16
2882,GirlfriendB2K,63
2883,GigoloNick Cannon Featuring R. Kelly,75
2884,Little ThingsOne Direction,90
2885,I Wanna Be A CowboyBoys Don't Cry,82
2886,Let's Get MarriedJagged Edge,101
2887,Drive (For Daddy Gene)Alan Jackson,2
2888,I Waited Too LongLaVern Baker,83
2889,I Dreamed Of A Hill-Billy HeavenTex Ritter,32
2890,In The Air TonightPhil Collins,111
2891,Nothing In This WorldKeKe Wyatt Featuring Avant,65
2892,GirlfriendBow Wow & Omarion,110
2893,I'll Take Good Care Of YouGarnet Mimms,19
2894,HappyAshanti,13
2895,I RememberKeyshia Cole,45
2896,Letter Full Of TearsGladys Knight And The Pips,19
2897,Nobody But YouDee Clark,31
2898,My Heart's SymphonyGary Lewis And The Playboys,80
2899,Lemon TreeTrini Lopez,103
2900,It's WonderfulThe Young Rascals,80
2901,Love At 1st SightMary J. Blige Featuring Method Man,42
2902,I Play And SingDawn,31
2903,Girl (Why You Wanna Make Me Blue)The Temptations,35
2904,"Goodbye To My HomiesMaster P Featuring Silkk The Shocker, Sons Of Funk And Mo B. Dick",80
2905,Drums Are My BeatSandy Nelson,17
2906,"It's All The Way Live (Now) (From ""Eddie"")Coolio",57
2907,I Hear Trumpets BlowThe Tokens,80
2908,Night ChangesOne Direction,90
2909,Holy CowLee Dorsey,117
2910,Hard Knock Life (Ghetto Anthem)JAY-Z,37
2911,Goodbye Is ForeverArcadia,114
2912,Heaven SentKeyshia Cole,110
2913,Music To Watch Girls ByAndy Williams,41
2914,FriendsElton John,15
2915,GoldSpandau Ballet,78
2916,I Will Be ThereGlass Tiger,117
2917,I'm Gonna Getcha Good!Shania Twain,65
2918,HypnotizedPlies Featuring Akon,23
2919,Memphis Soul StewKing Curtis,27
2920,Glory BoundThe Grass Roots,67
2921,"Gonna Fly Now (Theme From ""Rocky"")Maynard Ferguson",59
2922,Get OffFoxy,116
2923,Go InsaneLindsey Buckingham,4
2924,Live Every MomentREO Speedwagon,108
2925,"In Your Eyes (Theme From ""Say Anything"")Peter Gabriel",1
2926,Down At Lulu'sOhio Express,32
2927,Groovy SituationGene Chandler,33
2928,I've Got So Much To GiveBarry White,46
2929,Hard Rock CafeCarole King,116
2930,I Was Only JokingRod Stewart,81
2931,Girls Can Get ItDr. Hook,59
2932,Hot In The CityBilly Idol,101
2933,My Ever Changing MoodsThe Style Council,48
2934,Girls Are More FunRay Parker Jr.,31
2935,Lyin' To MyselfDavid Cassidy,38
2936,I'll Do 4 UFather M.C.,1
2937,I Wanna Be BadWilla Ford,73
2938,Drift AwayUncle Kracker Featuring Dobie Gray,50
2939,Hungry For LoveSan Remo Golden Strings,0
2940,Don't Think I Don't Think About ItDarius Rucker,41
2941,Baby Let's WaitThe Royal Guardsmen,11
2942,Castles In The AirDon McLean,110
2943,Does It Make You RememberKim Carnes,103
2944,Any Man Of Mine/Whose Bed Have Your Boots Been Under?Shania Twain,1
2945,Painted LadiesIan Thomas,21
2946,Praise YouFatboy Slim,107
2947,Cashin' OutCa$h Out,45
2948,The Clapping SongPia Zadora,1
2949,Dance With MePeter Brown With Betty Wright,21
2950,Dance TonightLucy Pearl,13
2951,Sure ThingMiguel,92
2952,Amos MosesJerry Reed,107
2953,Back To SleepChris Brown,104
2954,Back In My Arms AgainThe Supremes,65
2955,Summer In The CityThe Lovin' Spoonful,14
2956,BadMichael Jackson,90
2957,Beauty Is Only Skin DeepThe Temptations,60
2958,The Children's Marching Song (Nick Nack Taddy Whack)Cyril Stapleton And His Orchestra,42
2959,Bongo RockPreston Epps,10
2960,"A Woman, A Lover, A FriendJackie Wilson",56
2961,Synchronicity IIThe Police,36
2962,Prisoner Of LoveJames Brown And The Famous Flames,46
2963,Small WorldJohnny Mathis,34
2964,Can't Get Enough Of Your LoveTaylor Dayne,26
2965,Thank YouBoyz II Men,114
2966,Bow DownWestside Connection,14
2967,Any Day Now (My Wild Beautiful Bird)Chuck Jackson,46
2968,People Of The South WindKansas,69
2969,PartitionBeyonce,111
2970,(There Was A) Tall Oak TreeDorsey Burnette,93
2971,She Looks So Perfect5 Seconds Of Summer,36
2972,(Hot S**t) Country GrammarNelly,62
2973,Shake For The SheikThe Escape Club,100
2974,Come On Little AngelThe Belmonts,67
2975,Come To MeMarv Johnson,19
2976,Sunday MorningMaroon 5,71
2977,One Of Us (Will Weep Tonight)Patti Page,57
2978,Stay GoneJimmy Wayne,69
2979,Breaking All The RulesShe Moves,18
2980,Bigger Than My BodyJohn Mayer,65
2981,Restless HeartPeter Cetera,44
2982,(I Know I Got) SkillzShaquille O'Neal,114
2983,Playaz ClubRappin' 4-Tay,88
2984,CharadeHenry Mancini And His Orchestra,51
2985,Ame Caline (Soul Coaxing)Raymond Lefevre and His Orchestra,62
2986,Back In BlackAC/DC,111
2987,DedicatedR. Kelly & Public Announcement,116
2988,But For The Grace Of GodKeith Urban,4
2989,Sweet Inspiration/Where You LeadBarbra Streisand,59
2990,Baby Come CloseSmokey Robinson,48
2991,Point Of No ReturnNu Shooz,84
2992,Player's BallOutKast,13
2993,'Til You Do Me RightAfter 7,35
2994,TendernessGeneral Public,75
2995,Break My StrideMatthew Wilder,23
2996,Better Than YouLisa Keith,28
2997,Stay The NightBenjamin Orr,3
2998,Starting All Over AgainMel And Tim,16
2999,"Sweetest Girl (Dollar Bill)Wyclef Jean Featuring Akon, Lil Wayne & Niia",118
3000,She Got The Best Of MeLuke Combs,96
3001,Po' FolksNappy Roots Featuring Anthony Hamilton,75
3002,Say You Won't Let GoJames Arthur,92
3003,Don't Let The Sun Go Down On MeElton John,78
3004,Secret Agent ManJohnny Rivers,106
3005,Bits And PiecesThe Dave Clark Five,7
3006,Be True To Your SchoolThe Beach Boys,116
3007,Another Saturday NightSam Cooke,65
3008,Share Your Love With MeKenny Rogers,7
3009,Promised LandElvis Presley,72
3010,Sing For The MomentEminem,36
3011,Cotton CandyAl Hirt,19
3012,Spanish EyesAl Martino,101
3013,Somebody To LoveJustin Bieber Featuring Usher,39
3014,SittingCat Stevens,27
3015,Shorty Wanna RideYoung Buck,65
3016,After MidnightEric Clapton,60
3017,C-I-T-YJohn Cafferty & The Beaver Brown Band,61
3018,Don't Go Away Mad (Just Go Away)Motley Crue,65
3019,Check Yo SelfIce Cube Featuring Das EFX,64
3020,"Don't Wanna Be A Player (From ""Booty Call"")Joe",18
