,track_id,cluster,peak_pos,artist,track
17329,I'm Not Gonna Miss YouGlen Campbell,73,90.0,Glen Campbell,I'm Not Gonna Miss You
17330,GeronimoSheppard,0,96.0,Sheppard,Geronimo
17331,Have Yourself A Merry Little ChristmasSam Smith,71,90.0,Sam Smith,Have Yourself A Merry Little Christmas
17332,Get Used To ItJustin Bieber,55,90.0,Justin Bieber,Get Used To It
17333,God Only KnowsJordan Smith & Adam Levine,107,90.0,Jordan Smith & Adam Levine,God Only Knows
17334,EraserEd Sheeran,86,90.0,Ed Sheeran,Eraser
17335,Hard TimesParamore,116,90.0,Paramore,Hard Times
17336,Marcy MeJAY-Z,21,90.0,JAY-Z,Marcy Me
17337,No Sleep LeakLil Uzi Vert,82,90.0,Lil Uzi Vert,No Sleep Leak
17338,Motorcycle PatchesHuncho Jack,24,90.0,Huncho Jack,Motorcycle Patches
17339,Have It AllJason Mraz,112,90.0,Jason Mraz,Have It All
17340,Happy NowZedd & Elley Duhe,97,90.0,Zedd & Elley Duhe,Happy Now
17341,"Light It UpMarshmello, Tyga & Chris Brown",18,90.0,"Marshmello, Tyga & Chris Brown",Light It Up
17342,Honey HushJoe Turner,78,91.0,Joe Turner,Honey Hush
17343,If I KnewNat King Cole,31,91.0,Nat King Cole,If I Knew
17344,Mr. PrideChuck Jackson,36,91.0,Chuck Jackson,Mr. Pride
17345,Life's A HolidayJerry Wallace,113,91.0,Jerry Wallace,Life's A Holiday
17346,GranadaFrank Sinatra,0,91.0,Frank Sinatra,Granada
17347,Mighty Good Lovin'The Miracles,58,91.0,The Miracles,Mighty Good Lovin'
17348,Love (I'm So Glad) I Found YouThe Spinners,1,91.0,The Spinners,Love (I'm So Glad) I Found You
17349,My Melancholy BabyThe Marcels,118,91.0,The Marcels,My Melancholy Baby
17350,Let Me Go The Right WayThe Supremes,10,99.0,The Supremes,Let Me Go The Right Way
17351,Meditation (Meditacao)Pat Boone,1,91.0,Pat Boone,Meditation (Meditacao)
17352,"Hot Cakes! 1st ServingDave ""Baby"" Cortez",1,95.0,"Dave ""Baby"" Cortez",Hot Cakes! 1st Serving
17353,GuiltyJim Reeves,82,99.0,Jim Reeves,Guilty
17354,Groovy BabyBilly Abbott And The Jewels,18,91.0,Billy Abbott And The Jewels,Groovy Baby
17355,Funny How Time Slips AwayJohnny Tillotson,82,91.0,Johnny Tillotson,Funny How Time Slips Away
17356,No One To Cry ToRay Charles,1,91.0,Ray Charles,No One To Cry To
17357,It's All OverBen E. King,15,91.0,Ben E. King,It's All Over
17358,High Heel SneakersJerry Lee Lewis,0,91.0,Jerry Lee Lewis,High Heel Sneakers
17359,Not Too Long AgoThe Uniques Featuring Joe Stampley,105,91.0,The Uniques Featuring Joe Stampley,Not Too Long Ago
17360,"Every Night, Every DayJimmy McCracklin",76,91.0,Jimmy McCracklin,"Every Night, Every Day"
17361,Just One Kiss From YouThe Impressions,40,91.0,The Impressions,Just One Kiss From You
17362,I'm Too Far Gone (To Turn Around)Bobby Bland,58,91.0,Bobby Bland,I'm Too Far Gone (To Turn Around)
17363,He Will Break Your HeartThe Righteous Brothers,31,91.0,The Righteous Brothers,He Will Break Your Heart
17364,"Hello, HelloClaudine Longet",84,91.0,Claudine Longet,"Hello, Hello"
17365,Get DownHarvey Scales,107,91.0,Harvey Scales,Get Down
17366,"Me, The Peaceful HeartLulu",76,91.0,Lulu,"Me, The Peaceful Heart"
17367,For The Love Of IvyThe Mamas & The Papas,81,91.0,The Mamas & The Papas,For The Love Of Ivy
17368,I Miss YouThe Dells,100,91.0,The Dells,I Miss You
17369,La La Peace SongO.C. Smith,55,91.0,O.C. Smith,La La Peace Song
17370,Dreams Are Ten A PennyThe First Class,40,91.0,The First Class,Dreams Are Ten A Penny
17371,I Love My MusicWild Cherry,69,91.0,Wild Cherry,I Love My Music
17372,Hot ShotKaren Young,56,91.0,Karen Young,Hot Shot
17373,High On Your Love SuiteRick James,97,91.0,Rick James,High On Your Love Suite
17374,Mirror StarFabulous Poodles,46,91.0,Fabulous Poodles,Mirror Star
17375,I Don't Like MondaysThe Boomtown Rats,63,91.0,The Boomtown Rats,I Don't Like Mondays
17376,"Lady, Lady, LadyJoe ""Bean"" Esposito",108,91.0,"Joe ""Bean"" Esposito","Lady, Lady, Lady"
17377,No One Can Love You More Than MeMelissa Manchester,114,91.0,Melissa Manchester,No One Can Love You More Than Me
17378,Eye To EyeGo West,87,91.0,Go West,Eye To Eye
17379,Love Is The HeroBilly Squier,30,91.0,Billy Squier,Love Is The Hero
17380,Kiss You (When It's Dangerous)Eight Seconds,11,91.0,Eight Seconds,Kiss You (When It's Dangerous)
17381,Make It Mean SomethingRob Jungklas,92,91.0,Rob Jungklas,Make It Mean Something
17382,Follow YouGlen Burtnick,1,91.0,Glen Burtnick,Follow You
17383,Nothing's Gonna Stop Me NowSamantha Fox,112,91.0,Samantha Fox,Nothing's Gonna Stop Me Now
17384,I Don't Want To Lose Your LoveB Angie B,46,91.0,B Angie B,I Don't Want To Lose Your Love
17385,Fall At Your FeetCrowded House,15,91.0,Crowded House,Fall At Your Feet
17386,March Of The PigsNine Inch Nails,3,91.0,Nine Inch Nails,March Of The Pigs
17387,Like I DoFor Real,108,91.0,For Real,Like I Do
17388,"Men Of Steel (From ""Steel"")Shaquille O'Neal, Ice Cube, B Real, Peter Gunz & KRS-One",1,91.0,"Shaquille O'Neal, Ice Cube, B Real, Peter Gunz & KRS-One","Men Of Steel (From ""Steel"")"
17389,Game's PainThe Game Featuring Keyshia Cole,115,91.0,The Game Featuring Keyshia Cole,Game's Pain
17390,Lloro Por TiEnrique Iglesias,11,91.0,Enrique Iglesias,Lloro Por Ti
17391,Loving You No MoreDiddy - Dirty Money Featuring Drake,69,91.0,Diddy - Dirty Money Featuring Drake,Loving You No More
17392,Like We Used ToA Rocket To The Moon,48,91.0,A Rocket To The Moon,Like We Used To
17393,Good Good NightRoscoe Dash,48,98.0,Roscoe Dash,Good Good Night
17394,Lonely BoyThe Black Keys,24,94.0,The Black Keys,Lonely Boy
17395,Let Me Love You (Until You Learn To Love Yourself)Glee Cast,0,91.0,Glee Cast,Let Me Love You (Until You Learn To Love Yourself)
17396,"Heads Carolina, Tails CaliforniaDanielle Bradbery",79,91.0,Danielle Bradbery,"Heads Carolina, Tails California"
17397,Little More (Royalty)Chris Brown,115,91.0,Chris Brown,Little More (Royalty)
17398,Get LowZedd & Liam Payne,48,91.0,Zedd & Liam Payne,Get Low
17399,ImitadoraRomeo Santos,92,91.0,Romeo Santos,Imitadora
17400,GlobalLil Baby,107,91.0,Lil Baby,Global
17401,On My Way To YouCody Johnson,87,100.0,Cody Johnson,On My Way To You
17402,Flaws And SinsJuice WRLD,0,91.0,Juice WRLD,Flaws And Sins
17403,Middle ChildPnB Rock & XXXTENTACION,10,91.0,PnB Rock & XXXTENTACION,Middle Child
17404,Invitation To The BluesRay Price,107,92.0,Ray Price,Invitation To The Blues
17405,Hold ItBill Doggett,10,92.0,Bill Doggett,Hold It
17406,I Want To Be Happy Cha ChaThe Tommy Dorsey Orchestra Starring Warren Covington,1,92.0,The Tommy Dorsey Orchestra Starring Warren Covington,I Want To Be Happy Cha Cha
17407,Good Rockin' TonightPat Boone,1,92.0,Pat Boone,Good Rockin' Tonight
17408,EternallyThomas Wayne With the Delons,1,92.0,Thomas Wayne With the Delons,Eternally
17409,Lonely Saturday NightDon French,1,92.0,Don French,Lonely Saturday Night
17410,I KnowPerry Como,83,92.0,Perry Como,I Know
17411,I Don't KnowRuth Brown,21,92.0,Ruth Brown,I Don't Know
17412,Goodnight My Love (Pleasant Dreams)Ray Peterson,1,92.0,Ray Peterson,Goodnight My Love (Pleasant Dreams)
17413,Hither And Thither And YonBrook Benton,58,92.0,Brook Benton,Hither And Thither And Yon
17414,Honky-Tonk GirlJohnny Cash,1,92.0,Johnny Cash,Honky-Tonk Girl
17415,Keep Your Hands Off Of HimDamita Jo,76,92.0,Damita Jo,Keep Your Hands Off Of Him
17416,Little Miss Stuck-UpThe Playmates,1,92.0,The Playmates,Little Miss Stuck-Up
17417,Girl In My DreamsThe Capris,10,92.0,The Capris,Girl In My Dreams
17418,Island In The SkyTroy Shondell,36,92.0,Troy Shondell,Island In The Sky
17419,I Can't Say GoodbyeBobby Vee,43,92.0,Bobby Vee,I Can't Say Goodbye
17420,Keep Your Love Locked (Deep In Your Heart)Paul Petersen,1,92.0,Paul Petersen,Keep Your Love Locked (Deep In Your Heart)
17421,I Just Can't Help ItJackie Wilson,113,92.0,Jackie Wilson,I Just Can't Help It
17422,I'll Remember CarolTommy Boyce,118,92.0,Tommy Boyce,I'll Remember Carol
17423,Gonna Raise A Rukus TonightJimmy Dean,1,92.0,Jimmy Dean,Gonna Raise A Rukus Tonight
17424,How Much Can A Lonely Heart StandSkeeter Davis,99,92.0,Skeeter Davis,How Much Can A Lonely Heart Stand
17425,Good Night BabyThe Butterflys,1,92.0,The Butterflys,Good Night Baby
17426,Georgie PorgieJewel Akens,65,92.0,Jewel Akens,Georgie Porgie
17427,If You've Got A HeartBobby Goldsboro,119,92.0,Bobby Goldsboro,If You've Got A Heart
17428,I Don't Know What You've Got But It's Got Me - Part ILittle Richard,1,92.0,Little Richard,I Don't Know What You've Got But It's Got Me - Part I
17429,MichelleBud Shank,36,92.0,Bud Shank,Michelle
17430,My AnswerJimmy McCracklin,119,92.0,Jimmy McCracklin,My Answer
17431,Girl I Need YouThe Artistics,113,92.0,The Artistics,Girl I Need You
17432,It's Been A Long Long TimeThe Elgins,73,92.0,The Elgins,It's Been A Long Long Time
17433,Hey Boy Take A Chance On LoveRuby Andrews,78,92.0,Ruby Andrews,Hey Boy Take A Chance On Love
17434,I Am Your ManBobby Taylor & The Vancouvers,15,92.0,Bobby Taylor & The Vancouvers,I Am Your Man
17435,"Move In A Little Closer, BabyMama Cass",1,92.0,Mama Cass,"Move In A Little Closer, Baby"
17436,Everybody Knows MatildaDuke Baxter,1,92.0,Duke Baxter,Everybody Knows Matilda
17437,I Call My Baby CandyThe Jaggerz,3,92.0,The Jaggerz,I Call My Baby Candy
17438,Magic Woman TouchThe Hollies,93,92.0,The Hollies,Magic Woman Touch
17439,Everybody's Had The BluesMerle Haggard And The Strangers,21,92.0,Merle Haggard And The Strangers,Everybody's Had The Blues
17440,JoleneDolly Parton,40,92.0,Dolly Parton,Jolene
17441,"Mary Hartman, Mary HartmanThe Deadly Nightshade",1,92.0,The Deadly Nightshade,"Mary Hartman, Mary Hartman"
17442,I Don't Wanna Lose Your Love/FlowersThe Emotions,1,92.0,The Emotions,I Don't Wanna Lose Your Love/Flowers
17443,Georgia RhythmAtlanta Rhythm Section,2,92.0,Atlanta Rhythm Section,Georgia Rhythm
17444,Holiday RoadLindsey Buckingham,84,92.0,Lindsey Buckingham,Holiday Road
17445,Medley: Love Songs Are Back AgainBand Of Gold,1,92.0,Band Of Gold,Medley: Love Songs Are Back Again
17446,Look My WayThe Vels,1,92.0,The Vels,Look My Way
17447,Jimmy MackSheena Easton,112,92.0,Sheena Easton,Jimmy Mack
17448,Feel The HeatJean Beauvoir,69,92.0,Jean Beauvoir,Feel The Heat
17449,GracelandPaul Simon,68,92.0,Paul Simon,Graceland
17450,Happy TogetherThe Nylons,107,92.0,The Nylons,Happy Together
17451,Left To My Own DevicesPet Shop Boys,47,92.0,Pet Shop Boys,Left To My Own Devices
17452,Never Had A Lot To LoseCheap Trick,48,92.0,Cheap Trick,Never Had A Lot To Lose
17453,Need A Little Taste Of LoveThe Doobie Brothers,11,92.0,The Doobie Brothers,Need A Little Taste Of Love
17454,I Think I Can Beat Mike TysonD.J. Jazzy Jeff & The Fresh Prince,1,92.0,D.J. Jazzy Jeff & The Fresh Prince,I Think I Can Beat Mike Tyson
17455,Have A HeartBonnie Raitt,68,92.0,Bonnie Raitt,Have A Heart
17456,Drag My Bad Name DownThe 4 Of Us,107,92.0,The 4 Of Us,Drag My Bad Name Down
17457,Follow My HeartbeatA'me Lorain,1,92.0,A'me Lorain,Follow My Heartbeat
17458,Go For It! (Heart And Fire)Joey B. Ellis & Tynetta Hare,1,92.0,Joey B. Ellis & Tynetta Hare,Go For It! (Heart And Fire)
17459,Night And DayBette Midler,34,92.0,Bette Midler,Night And Day
17460,Heaven In The Back SeatEddie Money,69,92.0,Eddie Money,Heaven In The Back Seat
17461,In The HoodDonell Jones,62,92.0,Donell Jones,In The Hood
17462,I'm Not A FoolImmature,46,92.0,Immature,I'm Not A Fool
17463,I'm Outta LoveAnastacia,11,97.0,Anastacia,I'm Outta Love
17464,Mr. JonesMike Jones,55,92.0,Mike Jones,Mr. Jones
17465,Love TodayMIKA,92,92.0,MIKA,Love Today
17466,Make Some NoiseHannah Montana,30,92.0,Hannah Montana,Make Some Noise
17467,Hold OnJonas Brothers,78,92.0,Jonas Brothers,Hold On
17468,MigrateMariah Carey Featuring T-Pain,63,92.0,Mariah Carey Featuring T-Pain,Migrate
17469,Eleanor RigbyDavid Cook,1,92.0,David Cook,Eleanor Rigby
17470,My PresidentYoung Jeezy Featuring Nas,1,92.0,Young Jeezy Featuring Nas,My President
17471,"Maybach Music 2Rick Ross Featuring Kanye West, T-Pain & Lil' Wayne",28,92.0,"Rick Ross Featuring Kanye West, T-Pain & Lil' Wayne",Maybach Music 2
17472,If It Kills MeJason Mraz,8,92.0,Jason Mraz,If It Kills Me
17473,My City Of Ruins (Live From The Kennedy Center Honors)Eddie Vedder,28,92.0,Eddie Vedder,My City Of Ruins (Live From The Kennedy Center Honors)
17474,Love KingThe-Dream,80,98.0,The-Dream,Love King
17475,Introducing MeNick Jonas,49,92.0,Nick Jonas,Introducing Me
17476,DreamsGlee Cast Featuring Kristin Chenoweth,40,92.0,Glee Cast Featuring Kristin Chenoweth,Dreams
17477,Major MinusColdplay,35,92.0,Coldplay,Major Minus
17478,I Wouldn't Be A ManJosh Turner,26,92.0,Josh Turner,I Wouldn't Be A Man
17479,HYFR (Hell Ya F*****g Right)Drake Featuring Lil Wayne,1,100.0,Drake Featuring Lil Wayne,HYFR (Hell Ya F*****g Right)
17480,It's Not Right But It's OkayGlee Cast,63,92.0,Glee Cast,It's Not Right But It's Okay
17481,Lamborghini AngelsLupe Fiasco,79,92.0,Lupe Fiasco,Lamborghini Angels
17482,Holland RoadMumford & Sons,80,92.0,Mumford & Sons,Holland Road
17483,Night TrainJason Aldean,44,92.0,Jason Aldean,Night Train
17484,Fade Into YouSam Palladio & Clare Bowen,1,92.0,Sam Palladio & Clare Bowen,Fade Into You
17485,Just A FoolChristina Aguilera With Blake Shelton,1,92.0,Christina Aguilera With Blake Shelton,Just A Fool
17486,Just Keep BreathingWE the Kings,11,92.0,WE the Kings,Just Keep Breathing
17487,Maybe It Was MemphisDanielle Bradbery,48,93.0,Danielle Bradbery,Maybe It Was Memphis
17488,Leave Your LoverSam Smith,49,92.0,Sam Smith,Leave Your Lover
17489,New FlameChris Brown Featuring Usher & Rick Ross,69,92.0,Chris Brown Featuring Usher & Rick Ross,New Flame
17490,Happy Little PillTroye Sivan,112,92.0,Troye Sivan,Happy Little Pill
17491,Handsome And WealthyMigos,26,92.0,Migos,Handsome And Wealthy
17492,GloryCommon & John Legend,91,99.0,Common & John Legend,Glory
17493,FirestoneKygo Featuring Conrad,8,92.0,Kygo Featuring Conrad,Firestone
17494,I'd Just Love To Lay You DownBarrett Baber,1,92.0,Barrett Baber,I'd Just Love To Lay You Down
17495,GoosebumpsTravis Scott,69,100.0,Travis Scott,Goosebumps
17496,Good Drank2 Chainz x Gucci Mane x Quavo,1,95.0,2 Chainz x Gucci Mane x Quavo,Good Drank
17497,"God, Your Mama, And MeFlorida Georgia Line Featuring Backstreet Boys",83,92.0,Florida Georgia Line Featuring Backstreet Boys,"God, Your Mama, And Me"
17498,"Homemade DynamiteLorde Featuring Khalid, Post Malone & SZA",87,92.0,"Lorde Featuring Khalid, Post Malone & SZA",Homemade Dynamite
17499,I Miss YouClean Bandit Featuring Julia Michaels,97,92.0,Clean Bandit Featuring Julia Michaels,I Miss You
17500,Make It BackJuice WRLD,59,92.0,Juice WRLD,Make It Back
17501,Guess I've Been Around Too LongCarl Smith,21,93.0,Carl Smith,Guess I've Been Around Too Long
17502,Nothin' Shakin'Eddie Fontaine,1,93.0,Eddie Fontaine,Nothin' Shakin'
17503,It's Raining OutsideThe Platters,71,96.0,The Platters,It's Raining Outside
17504,I'll Sail My Ship AloneJerry Lee Lewis And His Pumping Piano,1,93.0,Jerry Lee Lewis And His Pumping Piano,I'll Sail My Ship Alone
17505,I Kneel At Your ThroneJoe Medlin,1,94.0,Joe Medlin,I Kneel At Your Throne
17506,Little DipperThe Mickey Mozart Quintet,1,93.0,The Mickey Mozart Quintet,Little Dipper
17507,Fog CutterThe Frantics,6,93.0,The Frantics,Fog Cutter
17508,One More ChanceRod Bernard,107,93.0,Rod Bernard,One More Chance
17509,"Lucky DevilCarl Dobkins, Jr.",1,93.0,"Carl Dobkins, Jr.",Lucky Devil
17510,Ebb TideBobby Freeman,10,93.0,Bobby Freeman,Ebb Tide
17511,Nice 'N' EasyFrank Sinatra,31,93.0,Frank Sinatra,Nice 'N' Easy
17512,I Told You SoJimmy Jones,43,93.0,Jimmy Jones,I Told You So
17513,My Dream Come TrueJack Scott,73,93.0,Jack Scott,My Dream Come True
17514,It's All RightSam Cooke,78,93.0,Sam Cooke,It's All Right
17515,Happy Times (Are Here To Stay)Tony Orlando,76,93.0,Tony Orlando,Happy Times (Are Here To Stay)
17516,I Found LoveJackie Wilson & Linda Hopkins,1,93.0,Jackie Wilson & Linda Hopkins,I Found Love
17517,"Jane, Jane, JaneThe Kingston Trio",36,93.0,The Kingston Trio,"Jane, Jane, Jane"
17518,I Wouldn't Know (What To Do)Dinah Washington,36,93.0,Dinah Washington,I Wouldn't Know (What To Do)
17519,Night LifeRusty Draper,118,93.0,Rusty Draper,Night Life
17520,Here Comes The BoyTracey Dey,21,98.0,Tracey Dey,Here Comes The Boy
17521,I'll Remember (In The Still Of The Night)Santo & Johnny,1,93.0,Santo & Johnny,I'll Remember (In The Still Of The Night)
17522,GloriaThem,58,94.0,Them,Gloria
17523,For YouThe Spellbinders,10,93.0,The Spellbinders,For You
17524,In My Room (El Amor)Verdelle Smith,1,93.0,Verdelle Smith,In My Room (El Amor)
17525,"Lara's Theme from ""Dr. Zhivago""Roger Williams",119,93.0,Roger Williams,"Lara's Theme from ""Dr. Zhivago"""
17526,Look At Me GirlBobby Vee And The Strangers,1,93.0,Bobby Vee And The Strangers,Look At Me Girl
17527,It's-A-HappeningThe Magic Mushrooms,1,93.0,The Magic Mushrooms,It's-A-Happening
17528,I Could Be So HappyThe Magnificent Men,65,93.0,The Magnificent Men,I Could Be So Happy
17529,Let Me Be LonelyDionne Warwick,0,93.0,Dionne Warwick,Let Me Be Lonely
17530,First Hymn From Grand TerraceMark Lindsay,10,93.0,Mark Lindsay,First Hymn From Grand Terrace
17531,No One Better Than YouPetula Clark,116,93.0,Petula Clark,No One Better Than You
17532,HeartbreakerGrand Funk Railroad,25,93.0,Grand Funk Railroad,Heartbreaker
17533,Hot WireAl Green,73,93.0,Al Green,Hot Wire
17534,Gotta Find A WayThe Moments,0,93.0,The Moments,Gotta Find A Way
17535,It's All OverThe Independents,26,93.0,The Independents,It's All Over
17536,It's Been A Long TimeThe New Birth,57,93.0,The New Birth,It's Been A Long Time
17537,Honey HoneySweet Dreams,48,93.0,Sweet Dreams,Honey Honey
17538,In The BottleBrother To Brother,94,93.0,Brother To Brother,In The Bottle
17539,Funny How Love Can BeFirst Class,116,97.0,First Class,Funny How Love Can Be
17540,On And OnStephen Bishop,116,93.0,Stephen Bishop,On And On
17541,I Just Can't Control MyselfNature's Divine,1,93.0,Nature's Divine,I Just Can't Control Myself
17542,Every Home Should Have OnePatti Austin,97,93.0,Patti Austin,Every Home Should Have One
17543,I Just Can't Walk AwayFour Tops,23,93.0,Four Tops,I Just Can't Walk Away
17544,Every Little KissBruce Hornsby & The Range,20,93.0,Bruce Hornsby & The Range,Every Little Kiss
17545,Living In A DreamPseudo Echo,85,93.0,Pseudo Echo,Living In A Dream
17546,HolidayKool & The Gang,37,93.0,Kool & The Gang,Holiday
17547,Kiss And TellThe Breakfast Club,1,93.0,The Breakfast Club,Kiss And Tell
17548,Get It OnKingdom Come,115,93.0,Kingdom Come,Get It On
17549,Nothin (That Compares 2 U)The Jacksons,106,93.0,The Jacksons,Nothin (That Compares 2 U)
17550,New ThingEnuff Z'Nuff,63,93.0,Enuff Z'Nuff,New Thing
17551,Got To Tell Me SomethingAna,1,93.0,Ana,Got To Tell Me Something
17552,Everytime I CryTerri Clark,86,93.0,Terri Clark,Everytime I Cry
17553,Left & RightD'Angelo Featuring Method Man And Redman,30,93.0,D'Angelo Featuring Method Man And Redman,Left & Right
17554,One Day At A TimeTupac With Eminem Featuring The Outlawz,1,93.0,Tupac With Eminem Featuring The Outlawz,One Day At A Time
17555,HypnotizeSystem Of A Down,82,98.0,System Of A Down,Hypnotize
17556,I Don't Need A ManThe Pussycat Dolls,0,93.0,The Pussycat Dolls,I Don't Need A Man
17557,I'll WalkBucky Covington,35,93.0,Bucky Covington,I'll Walk
17558,O... SayaM.I.A. & A R Rahman,87,93.0,M.I.A. & A R Rahman,O... Saya
17559,Love This PainLady Antebellum,83,93.0,Lady Antebellum,Love This Pain
17560,Halfway ThereBig Time Rush,26,93.0,Big Time Rush,Halfway There
17561,LoserGlee Cast,15,93.0,Glee Cast,Loser
17562,Grove St. PartyWaka Flocka Flame Featuring Kebo Gotti,108,93.0,Waka Flocka Flame Featuring Kebo Gotti,Grove St. Party
17563,I'll Be Home For ChristmasKelly Clarkson,21,93.0,Kelly Clarkson,I'll Be Home For Christmas
17564,I Am BeautifulCandice Glover,73,93.0,Candice Glover,I Am Beautiful
17565,False ProphetsJ. Cole,55,93.0,J. Cole,False Prophets
17566,Now & LaterSage The Gemini,24,93.0,Sage The Gemini,Now & Later
17567,Hearts Don't Break Around HereEd Sheeran,108,93.0,Ed Sheeran,Hearts Don't Break Around Here
17568,Maybe It's TimeBradley Cooper,119,93.0,Bradley Cooper,Maybe It's Time
17569,Huncho DreamsQuavo,26,93.0,Quavo,Huncho Dreams
17570,Kiss And Make UpDua Lipa & BLACKPINK,82,93.0,Dua Lipa & BLACKPINK,Kiss And Make Up
